Date,Wind Speed,Wind Direction,City
2007-01-01,24.316467503512726,255.2331756432024,Multan
2007-01-01,28.74836369922879,104.9715604024002,Islamabad
2007-01-01,27.188154028772797,170.9150931135077,Gujranwala
2007-01-01,8.418232851835846,268.3046295423778,Karachi
2007-01-01,1.9451271194031194,648.3292950220189,Sialkot
2007-01-01,,239.18125997841543,Lahore
2007-01-01,5.084001221175267,,Rawalpindi
2007-01-01,8.16415203630792,344.3545634101687,Quetta
2007-01-01,18.952460789400316,350.54698388308174,Gwadar
2007-01-01,29.840278142668954,314.39417243453204,Peshawar
2007-01-01,1.9345625731803673,245.02388780754052,Sukkur
2007-01-01,9.469713183972084,,Faisalabad
2007-01-02,,74.4048325146831,Multan
2007-01-02,7.814234775152111,113.97356098929819,Islamabad
2007-01-02,15.676703332327824,76.89805728247154,Gujranwala
2007-01-02,,281.2603007208295,Karachi
2007-01-02,9.668561181238108,91.27994043311021,Sialkot
2007-01-02,11.608637302261295,193.7215134874756,Lahore
2007-01-02,10.464013486555267,55.11933560334194,Rawalpindi
2007-01-02,2.779698941178391,26.302292987603746,Quetta
2007-01-02,7.699320417473173,225.6054343193957,Gwadar
2007-01-02,20.87736656165887,190.53493483034447,Peshawar
2007-01-02,26.66453740033564,140.2857724459734,Sukkur
2007-01-02,28.913562596014906,199.86541769503017,Faisalabad
2007-01-03,16.811664207042245,222.9623201749153,Multan
2007-01-03,26.098604560147244,326.12988403044375,Islamabad
2007-01-03,,,Gujranwala
2007-01-03,28.515518701798225,34.81602655557129,Karachi
2007-01-03,,270.4193204589736,Sialkot
2007-01-03,7.625533982319564,324.2308812377944,Lahore
2007-01-03,24.12038108387305,2.0872572677315615,Rawalpindi
2007-01-03,15.672144875212883,237.29075561134943,Quetta
2007-01-03,5.085530717714818,753.5502369501689,Gwadar
2007-01-03,12.575502999285353,,Peshawar
2007-01-03,4.814725988082367,10.892931914998783,Sukkur
2007-01-03,,304.9092514188749,Faisalabad
2007-01-04,6.585961427796393,80.18321126452454,Multan
2007-01-04,17.49474295797011,234.79474970991964,Islamabad
2007-01-04,17.091308936997706,106.53573997992518,Gujranwala
2007-01-04,25.045453810833457,314.2173036191028,Karachi
2007-01-04,23.326465279093217,135.0151261874389,Sialkot
2007-01-04,14.703660389164195,280.1218836242622,Lahore
2007-01-04,16.83810638340826,211.23674269983738,Rawalpindi
2007-01-04,27.627290784408462,339.5413499549688,Quetta
2007-01-04,5.800092870525191,222.58808837956485,Gwadar
2007-01-04,6.6560981218213975,,Peshawar
2007-01-04,8.816849473169018,212.8415437934929,Sukkur
2007-01-04,3.775790260700652,177.9696167240127,Faisalabad
2007-01-05,20.96099492588101,,Multan
2007-01-05,9.370276091031403,128.00881661953636,Islamabad
2007-01-05,17.42620467028019,241.08649983411271,Gujranwala
2007-01-05,228.04502435623647,330.15487293685186,Karachi
2007-01-05,28.719808434375665,524.0637236078236,Sialkot
2007-01-05,20.36096887775075,,Lahore
2007-01-05,22.38341412718271,234.54930669332043,Rawalpindi
2007-01-05,3.7811952217726774,86.45332326511709,Quetta
2007-01-05,26.5015319359045,234.55848518494892,Gwadar
2007-01-05,9.027801238872865,341.02375128327907,Peshawar
2007-01-05,235.2113601708888,144.43733364584565,Sukkur
2007-01-05,21.745572679849367,169.59696392693687,Faisalabad
2007-01-06,10.229888401822576,162.34651974998874,Multan
2007-01-06,7.111241820831865,149.31095044686475,Islamabad
2007-01-06,3.824515521394315,634.3966959187682,Gujranwala
2007-01-06,3.758346834045513,236.23709194691745,Karachi
2007-01-06,1.0131390148856978,311.12765304942667,Sialkot
2007-01-06,19.700812547487917,116.5565926508772,Lahore
2007-01-06,18.755856947508544,90.90244329464151,Rawalpindi
2007-01-06,9.634916260405832,328.55348519876225,Quetta
2007-01-06,16.886698033230925,16.034325599990535,Gwadar
2007-01-06,,264.2994213906681,Peshawar
2007-01-06,21.74703224305113,127.33562408660774,Sukkur
2007-01-06,25.928451566035402,58.27467652912719,Faisalabad
2007-01-07,28.0747493023857,222.7062266925938,Multan
2007-01-07,10.028740512543683,16.441331213158094,Islamabad
2007-01-07,,313.8131323044645,Gujranwala
2007-01-07,20.546314099323947,55.82848631517009,Karachi
2007-01-07,21.513433015048122,209.8373200228929,Sialkot
2007-01-07,15.017484429487059,256.79905679868796,Lahore
2007-01-07,2.215404605950849,51.872250340512096,Rawalpindi
2007-01-07,23.180085545361774,18.138983619760683,Quetta
2007-01-07,19.381481226121775,183.63295061232603,Gwadar
2007-01-07,22.150063823407763,47.98985202012529,Peshawar
2007-01-07,14.171192232447785,6.024089204182057,Sukkur
2007-01-07,19.12598805516954,194.80670185773192,Faisalabad
2007-01-08,10.378312911618782,10.247760042454598,Multan
2007-01-08,24.130123200743185,244.66946106120702,Islamabad
2007-01-08,25.653576244660396,55.664922062919096,Gujranwala
